game_id,Platform,g_company,game_n,genre,rating,release_date,price
703620,windows,Spicy Gyro Games,Clash Force,Action,9.14893617,2017-10-25,3.99
787250,windows,KicklessGame,Clash of Castle,Action,4.857142857,2018-02-07,0.79
960040,windows,Flat Hill Games,Clash of Chefs VR,Casual,8.275862069,2018-11-16,15.49
733550,windows,Narvalous Inc,Clash of Magic VR,Strategy,1.666666667,2018-03-19,11.89
325870,windows,Drakkar Dev,Clash of Puppets,Action,7.142857143,2014-12-16,3.99
651560,windows,Timuz Games,Clash of Robots,Action,4.545454545,2017-11-09,6.99
431500,windows,Cadence Games,Clash of the Monsters,Action,5.028735632,2016-04-13,0.0
593970,windows,Druid Technologies,Clash of Vessels VR,Action,10,2017-03-17,2.79
1022130,windows,Mason Butterwick,CLASH! - Battle Arena,Action,5,2019-02-20,4.79
941920,windows,BufoProject,Classic Card Games 3D,Casual,4.166666667,2018-11-27,14.99
431300,windows,3DDUO,Classic Fun Collection 5 in 1,Casual,5.454545455,2016-04-29,2.79
1037480,windows,Vision Reelle,Classic Racers,Casual,9.565217391,2019-03-26,4.79
602770,windows,Facepunch Studios,Clatter,Indie,8.72246696,2018-12-10,7.19
269590,windows,The Indie Forge,Claustrophobia: The Downward Struggle,Indie,4.806629834,2014-09-09,3.49
853290,windows,Team Klaw,Claw Breaker,Action,10,2018-08-23,7.19
785130,windows,Hathos Interactive,Clawface,Violent,8.534482759,2018-03-13,0.0
354310,windows,Alawar Entertainment,Claws & Feathers,Casual,10,2015-03-26,4.99
566940,windows,Adept Studios GD,Claws & Feathers 2,Casual,10,2016-12-13,4.99
656580,windows,Terahard Ltd,Claws of Furry,Action,6.428571429,2018-09-04,7.19
661920,windows,Second Order,Claybook,Action,7.272727273,2018-08-31,11.39
351410,windows,Amidos,Clean\'Em Up,Action,9.545454545,2016-08-18,0.0
729300,windows,Goblin Council,Cleansuit,Violent,10,2017-11-01,2.89
515230,windows,Tomb Team,Cleo\'s Lost Idols,Casual,6.451612903,2017-11-16,0.0
403900,windows,PiGravity,Clergy Splode,Action,4.38752784,2015-09-17,0.79
796810,windows,Vyacheslav Shilikhin,Clergyman,Adventure,4.35483871,2018-02-13,2.89
945590,windows,Zeiva Inc,Cliché - Critical Change,Adventure,6.666666667,2019-03-28,13.99
919690,windows,Cloaz Studio,Click and Manage Tycoon,Casual,3.58974359,2018-09-19,2.89
513770,windows,SimplexGameStudio,Click Space Miner,Action,3.636363636,2016-08-18,1.69
959980,windows,Garnudo Games,Click the Business,Casual,0,2018-10-25,0.79
769200,windows,Bug-meister production,Click&Fight,Action,3.714285714,2018-02-20,0.79
856510,windows,Nekyau Games,Click.O.Fast,Action,2.5,2018-05-15,0.79
674220,windows,NorthernLights Games,ClickBit,Casual,4.615384615,2017-12-02,1.69
541370,windows,ColloseusX,Clickdraw Clicker,Action,3.014084507,2016-10-14,0.79
877370,windows,DRUNKEN APES,CLICKER ACHIEVEMENTS - THE IMPOSSIBLE CHALLENGE,Casual,7.058823529,2018-06-21,0.79
736430,windows,Luminark,Clicker bAdventure,Action,3.636363636,2017-12-27,2.09
557810,windows,Fox Dawn,Clicker Guild,Free to Play,5.416666667,2016-12-16,0.0
363970,windows,Playsaurus,Clicker Heroes,Adventure,8.998392011,2015-05-13,0.0
629910,windows,Playsaurus,Clicker Heroes 2,Action,6.826446281,2018-07-16,23.79
834210,windows,Undead Turtle,Clicker Planet,Action,0,2018-04-10,1.69
978470,windows,Zloy Krot Studio,Clicker: Glad Valakas,Casual,7.719298246,2018-11-26,1.69
776890,windows,Zloy Krot Studio,Clicker: Mining Simulator,Casual,3.707865169,2018-01-18,0.79
658160,windows,Slikey Games,ClickRaid,Action,8.470149254,2017-10-20,3.99
248170,windows,Clickteam,Clickteam Fusion 2.5,Animation & Modeling,8.966521106,2013-12-05,69.99
809140,windows,Lion\'s Shade,Cliff Empire,Indie,9.110225764,2018-04-26,5.99
515200,windows,syuuyuusya,Cliff Hanger,Action,2.5,2016-09-02,3.99
698910,windows,Sprocket Crash Games,Cliffstone Manor,Adventure,8.421052632,2017-10-16,5.79
876900,windows,A Sweet Studio,Climb,Action,7.191780822,2018-06-20,0.0
520010,windows,Brian Lindenhof,Climbey,Racing,9.31547619,2016-10-25,6.99
535170,windows,Saluda Systems,Climbtime,Casual,5.555555556,2017-05-03,0.0
927840,windows,Mogila Games,Clinically Dead,Action,8.235294118,2018-12-06,11.39
501120,windows,Kool2Play,Clock Simulator,Indie,8.91598916,2016-07-20,0.79
916050,windows,Wild Kid Games,Clocker 铸时匠,Adventure,9.523809524,2019-02-14,9.29
581380,windows,pheenix93,Clockwise,Adventure,5.925925926,2017-05-01,1.69
607230,windows,game \'o clock studios,ClockwiZZZe,Casual,10,2017-05-01,2.79
509210,windows,Gamesoft,Clockwork,Action,6.140350877,2016-10-10,2.09
284830,windows,Artifex Mundi,Clockwork Tales: Of Glass and Ink,Adventure,9.141791045,2014-04-24,6.99
898760,windows,ImperiumGame,Clone Adventures,Indie,1.25,2018-08-27,0.79
597170,windows,Doborog Games,Clone Drone in the Danger Zone,Action,9.457286432,2017-03-16,10.99
72400,windows,Tomkorp Computer Solutions Inc.,Clones,Adventure,7.538461538,2010-11-18,0.79
400030,windows,dotBunny,Cloney,Casual,5.426008969,2016-01-19,0.0
91800,windows,Bacon Wrapped Games,Cloning Clyde,Casual,8.953488372,2011-03-15,3.99
297750,windows,Slitherine Ltd.,Close Combat - Gateway to Caen,Simulation,6.324503311,2014-06-06,29.99
368220,windows,Matrix Games,Close Combat - Panthers in the Fog,Simulation,6.022727273,2015-05-14,29.99
936530,windows,Black Hand Studio,Close Combat: Last Stand Arnhem,Simulation,8.461538462,2018-11-29,30.99
671980,windows,Yai Gameworks,Close Me,Nudity,8.125,2017-08-09,0.79
383800,windows,Raconteur Games,Close Order,Action,5.142857143,2016-01-21,3.99
773170,windows,Victor Corradi,Close the Window!,Casual,3.666666667,2018-01-02,0.79
706710,windows,Yai Gameworks,Close Your Eyes -Anniversary Remake-,Adventure,8.666666667,2018-12-21,3.99
377330,windows,Yai Gameworks,Close Your Eyes [Old Version],Sexual Content,8.835227273,2015-08-31,0.0
916710,windows,KateGamesStudio,Closer Than You Think,Adventure,3.333333333,2018-09-20,3.19
215830,windows,Naddic Games,Closers,Action,7.373881932,2018-02-06,0.0
72000,windows,Eyebrow Interactive,Closure,Indie,8.640406607,2012-09-07,6.99
751670,windows,Blindflug Studios AG,Cloud Chasers - Journey of Hope,Adventure,8.333333333,2018-10-15,3.99
511250,windows,Floating Island Games,Cloudbase Prime,Action,8.235294118,2017-07-25,6.99
210870,windows,Pwnee Studios,Cloudberry Kingdom™,Indie,9.109947644,2013-08-02,8.59
677040,windows,Logtown Studios AB,Cloudborn,Adventure,5.517241379,2018-03-02,10.99
526240,windows,Silicon Storm,CloudBound,Action,8.409090909,2016-09-07,4.99
262390,windows,Coilworks,Cloudbuilt,Action,8.521212121,2014-03-20,14.99
662950,windows,Floating Point Interactive,CloudCity VR,Indie,2,2017-07-13,8.99
886350,windows,No Moss Studios,Clouded,Indie,6.666666667,2018-12-12,2.09
425720,windows,Futuretown,Cloudlands : VR Minigolf,Casual,8.424908425,2016-04-05,14.99
329340,windows,Marsbound,cloudphobia,Action,7.857142857,2016-12-07,4.79
403270,windows,friendlyOctopus,Cloudrift,Action,9.545454545,2015-10-30,3.99
439800,windows,HandyGames,Clouds & Sheep 2,Casual,8.363636364,2016-10-24,6.99
463060,windows,FIVE-BN GAMES,Clover Tale,Adventure,7.606112054,2016-06-15,0.0
387970,windows,gord10,Clown House (Palyaço Evi),Action,4.706498952,2015-08-24,0.0
1023320,windows,TWOODY PRODUCTIONS,Clown Thug Cop Zombies,Action,7.872340426,2019-02-11,0.0
547870,windows,Rodrigo Banzato,Clown2Beat,Action,6.764705882,2016-10-26,0.0
845400,windows,Studio Odin Inc.,Club Dance Party VR,Casual,3.5,2018-06-06,11.39
404180,windows,Straywire,Club Life,Adventure,8.317757009,2016-04-13,9.29
965840,windows,Music Breath,Club Lighting,Indie,3.333333333,2018-12-07,4.79
326630,windows,BigBlaze Games,Club Manager 2015,Simulation,4.301075269,2014-12-04,6.99
407190,windows,BigBlaze Games,Club Manager 2016,Simulation,5.128205128,2015-11-19,14.99
507300,windows,BigBlaze Games,Club Manager 2017,Simulation,4.722222222,2017-03-24,19.99
558870,windows,Ripknot Systems,Club Naughty,Sexual Content,3.96039604,2016-11-18,24.99
416800,windows,Guys From Andromeda LLC,Cluck Yegger in Escape From The Planet of The Poultroid,Action,7,2015-11-09,1.99
605250,windows,@lukasinspace,Cluckles\' Adventure,Action,9.583333333,2017-04-10,1.99
683570,windows,Virtual Top,Cludbugz\'s Twisted Magic,Action,2.909090909,2017-08-04,3.99
794800,windows,Marmalade Game Studio Ltd,Clue/Cluedo: The Classic Mystery Game,Casual,8.362573099,2018-05-17,11.99
791340,windows,IndieLip,Clumsy Chef,Adventure,3.269230769,2018-02-05,2.89
667130,windows,BeshevGames,Clumsy Fred,Casual,6.470588235,2017-07-13,0.79
614050,windows,BIG WOOD GAMES,Clumsy Knight,Adventure,3.888888889,2017-04-06,1.99
765360,windows,BIG WOOD GAMES,Clumsy Knights : Threats of Dragon,Casual,7.2,2018-01-25,2.09
409410,windows,Enrick Lambert,Clumsy Moose Season,Action,6,2017-11-13,7.19
802070,windows,MegaTronic Labs,Cluster Dust,Action,6.923076923,2018-03-13,1.69
879120,windows,dev4play,ClusterDisaster,Action,6,2018-07-20,3.99
337960,windows,PHL Collective,ClusterPuck 99,Indie,7.8,2015-01-23,7.19
397950,windows,Landfall,Clustertruck,Action,9.026495383,2016-09-27,10.99
35310,windows,Targem Games,Clutch,Action,6.71641791,2009-07-20,6.99
922090,windows,Ruskija game experience,CMD 2048,Casual,1.666666667,2018-08-30,0.79
527160,windows,10Ants Hill,Cmoar VR Cinema,Simulation,6.826347305,2016-09-29,6.99
396590,windows,Shane Berezowski,CMYW,Action,7.380952381,2015-10-16,2.79
315130,windows,Pixelz Games,CO-OP : Decrypted,Adventure,4.655172414,2015-08-17,6.99
765590,windows,Jhomas,Co-op SNEK Online,Action,8.571428571,2018-04-13,2.09
878540,windows,Bleeding Edge,Coach Bus Simulator Parking,Simulation,0,2018-07-13,3.99
928810,windows,One Click Man,Coal Man Clicker,Casual,10,2018-09-29,0.79
361200,windows,Reality Twist GmbH,COAST GUARD,Adventure,5.168539326,2015-10-21,13.49
773930,windows,Monster Paw,Coaster,Action,8.571428571,2018-01-19,3.99
737260,windows,Kevin Gulling,Coaster of Carnage VR,Violent,3.913043478,2017-12-05,0.79
816920,windows,MackMediaGames,Coastiality,Action,1.666666667,2018-05-14,7.19
357340,windows,Oxeye Game Studio,Cobalt,Action,9.047619048,2016-02-02,11.39
590720,windows,Oxeye Game Studio,Cobalt WASD,Action,8.333333333,2017-12-01,4.99
301690,windows,Cobra Mobile,Cobi Treasure Deluxe,Casual,5.178571429,2014-05-23,1.99
685450,windows,Anton Shatalov,Cobos,Action,10,2017-10-17,0.0
527450,windows,HFM Games,Cockroach Simulator,Indie,7.488855869,2016-09-16,0.79
525910,windows,TANTANMEN,Cockroach VR,Casual,9.615384615,2016-09-08,1.59
38070,windows,iWin,Coconut Queen,Casual,9.166666667,2009-12-17,6.99
650570,windows,Goodwolf Studio,Code 7: A Story-Driven Hacking Adventure,Adventure,9.714285714,2017-08-11,4.79
682280,windows,Brendan Wiltshire,Code 9,Casual,10,2017-08-24,1.99
930640,windows,CreaTeam,Code Brown,Adventure,9.444444444,2018-11-09,2.89
813300,windows,致意,CODE CRACKER 代码破译者,Adventure,9.638554217,2019-03-25,6.19
761930,windows,Latent Studios,Code Name: Origin,Action,0,2017-12-27,3.99
408640,windows,Studio Saizensen,Code of Princess,Action,5.813953488,2016-04-14,10.99
708190,windows,Fewjix,Code World,Indie,5.833333333,2017-09-11,3.99
640760,windows,SmellyRiver,Code51:Mecha Arena,Action,8.620689655,2018-08-28,15.49
355180,windows,Hoobalugalar_X,Codename CURE,Action,8.254173863,2017-10-31,0.0
844030,windows,Rahul Martin,Codename Ghost Hunt,Violent,0,2018-09-02,3.99
9850,windows,InnoGlow,Codename: Panzers - Cold War,Simulation,5.942028986,2009-05-06,13.99
703140,windows,Red Fire Games,Codename: Phantom,Violent,6,2017-11-22,3.99
639240,windows,LivinThing Studio,CodeRed: Agent Sarah\'s Story - Day one,Adventure,7.5,2017-12-12,7.19
464100,windows,Ino-Co Plus,Codex of Victory,Indie,7.58974359,2017-03-16,10.99
793820,windows,Vectorinox,Coffee Crawl,Action,10,2018-03-21,3.99
596380,windows,Mega Cat Studios,Coffee Crisis,Action,8.666666667,2018-05-04,7.19
695460,windows,Fuyu Games AB,Coffee Pixes,Indie,10,2017-11-07,0.79
444020,windows,Brothers Flint,Coffee Pot Terrarium,Indie,5,2016-06-01,3.99
731180,windows,Andrew Rodenhiser,Coffee Run,Action,7.303370787,2017-10-30,0.0
370060,windows,Riff Studios,Coffee Shop Tycoon,Casual,8.571428571,2016-12-05,5.19
910210,windows,ON Reality lab.,Coffee Trainer VR,Free to Play,5,2018-09-20,0.0
995720,windows,Leland Wilson,Coffee VendoR,Casual,7.272727273,2019-01-29,0.0
674370,windows,The Sociopath Software,CoffeeBiz Tycoon,Indie,7.142857143,2018-10-31,7.19
583240,windows,Sweet Bandits Studios,Coffence,Action,7.037037037,2018-10-25,10.99
320540,windows,Milky Tea Studios,Coffin Dodgers,Action,6.962457338,2015-07-08,8.99
546080,windows,Ladomu,Coffin of Ashes,Adventure,9.337349398,2016-12-08,4.99
543710,windows,Evan Downing,Cogito,Indie,7.333333333,2016-10-14,4.79
722730,windows,Grid Sage Games,Cogmind,Adventure,9.744,2017-10-16,15.49
242780,windows,Phoenix Online Studios,Cognition: An Erica Reed Thriller,Adventure,8.32781457,2013-09-19,10.99
664440,windows,Nilem Studio,Cognizant Protocol,Adventure,10,2017-07-22,1.99
711690,windows,Maniac Games,Cognizer,Casual,9.6875,2018-05-30,0.0
510410,windows,MostWanted Game Development,Cogs and Cowboys,Action,6.470588235,2016-08-10,2.09
827420,windows,RewindApp,Coin Pusher,Casual,6.976744186,2019-02-13,0.79
837780,windows,Canalside Studios,Coin-Op Kingdom,Casual,4.545454545,2018-08-09,5.49
877750,windows,ExtinctionArts,Coinon,Casual,0,2018-06-19,2.09
506930,windows,Pixel Federation,CoLab,Casual,4.285714286,2016-12-15,3.99
1027200,windows,FailoutGames,Cold Bite,Action,5,2019-02-22,0.79
933070,windows,Online Vision,Cold Blooded Cube,Action,4.117647059,2018-10-15,2.09
1043610,windows,Matheus Medeiros,Cold Cable: Lifeshift,Action,6,2019-03-21,0.79
15270,windows,Darkworks,Cold Fear™,Action,8.717948718,2008-05-13,4.29
595120,windows,IdeaX,Cold Space,Gore,7.333333333,2017-12-08,4.79
502540,windows,Renegade Sector Games,Cold Vengeance,Action,8.235294118,2017-01-11,7.19
260650,windows,Mindware Studios,Cold War,Action,6.324324324,2014-01-08,4.49
541210,windows,Killerfish Games,Cold Waters,Indie,8.325092707,2017-06-05,29.99
960660,windows,Charyb Games,Coldfall,Action,9,2018-12-13,2.09
296530,windows,Steve Jarman,Coldfire Keep,RPG,3.775510204,2014-05-09,2.89
529860,windows,AtGames,ColecoVision Flashback,Casual,4,2016-10-07,14.99
938170,windows,Mark Hill,Colette\'s Sugar Madness,Indie,10,2018-10-05,3.99
289620,windows,Creoteam,Collapse,Action,7.215189873,2014-04-11,14.99
725910,windows,Brandon Slade,Collide,Casual,10,2018-03-14,7.19
371880,windows,Binary Cocoa,Collider,Action,8,2016-03-01,1.99
555400,windows,Crynosaurs,Collision Course,Action,8.38150289,2017-01-07,7.99
390910,windows,2dengine,Collisions,Action,8.128342246,2015-07-28,2.89
946790,windows,Armagedoom Games,Colo Grid Zation,Indie,0,2018-12-21,2.89
341030,windows,Argonauts Interactive,Colonial Conquest,Indie,6.188118812,2015-07-28,6.99
283100,windows,Iron Bit,Colonies Online,Action,2.788104089,2014-05-01,10.99
968430,windows,ImperiumGame,Colonization of the Moon,Action,0,2018-11-14,0.79
866340,windows,Mario Scarfone,Colonumbers,Casual,2.5,2018-06-19,0.79
509450,windows,Jamie Cunningham,Colony,Casual,4,2016-11-29,0.79
720060,windows,eugeniy_kh,Colony,Indie,5,2017-12-15,1.69
398020,windows,Logic tree,Colony Assault,Action,5.263157895,2015-12-15,1.69
773640,windows,Nikita "Ghost_RUS",Colony On Mars,Casual,1.2,2018-01-04,1.69
843510,windows,Mykel Flynn,Colony Prospector,Indie,7.333333333,2018-04-25,3.99
366090,windows,Pipliz,Colony Survival,Action,8.506679389,2017-06-16,15.49
370570,windows,Purple Nebula,Color Assembler,Casual,8.260869565,2015-06-03,5.59
416840,windows,Team Polykroma,Color By,Indie,8,2016-01-21,6.99
909830,windows,Pixel Draw,Color by Number - Pixel Draw,Adventure,6.363636364,2018-08-22,1.69
954410,windows,Kedronic UAB,Color by Numbers - Animals,Casual,10,2018-11-22,4.49
954400,windows,Kedronic UAB,Color by Numbers - Christmas,Casual,10,2018-11-13,3.49
849980,windows,Kedronic UAB,Color by Numbers - Dinosaurs,Casual,10,2018-05-15,4.49
873330,windows,Kedronic UAB,Color by Numbers - Flowers,Casual,10,2018-07-10,4.49
954360,windows,Kedronic UAB,Color by Numbers - Halloween,Casual,6,2018-10-16,3.49
970550,windows,Djack D Donovan,Color Chain,Casual,0,2018-11-23,0.79
423720,windows,Daniel Riley,Color Chaos,Action,9.285714286,2016-05-02,0.79
431860,windows,voldan,Color Chemistry,Casual,7.647058824,2016-02-25,1.59
800330,windows,XiNFiNiTY Games,Color Circle,Action,8,2018-03-30,0.99
336840,windows,Fair Play Labs,Color Guardians,Action,8.75,2015-05-12,11.39
594810,windows,Tallbeard Studios LLC,Color Jumper,Action,10,2017-11-01,3.99
985090,windows,BlueTreeGames,Color Knight,Action,6.666666667,2018-12-20,3.99
898380,windows,VirtexUniverse,Color Party,Casual,2.580645161,2018-07-25,0.79
845350,windows,Breading Games,Color Path,Casual,10,2018-05-11,0.79
317410,windows,REMIMORY,Color Symphony,Action,7.401696222,2014-09-15,0.0
403780,windows,REMIMORY,Color Symphony 2,Action,9.459459459,2015-10-16,6.99
485740,windows,Thrill Pill Games,Color Syndrome,Casual,6.285714286,2016-08-01,0.79
857820,windows,Cersgame Studios,Colorcers,Adventure,2.5,2018-05-29,0.79
671750,windows,Tecsi Aron,ColorCode,Indie,10,2017-08-29,1.99
565640,windows,Oneironaut Academy LLC,Colorful Life,Casual,3.571428571,2017-07-17,0.0
984590,windows,vadimalexepta,Coloring Book,Casual,10,2018-12-04,0.79
1026820,windows,L. Stotch,Coloring Game,Casual,9.515418502,2019-04-12,0.0
897330,windows,ToastieLabs,Coloring Pixels,Casual,9.624687239,2018-08-17,0.0
670430,windows,HIPIX,Colorless Life,Action,6.111111111,2017-07-25,1.59
375320,windows,Greendev.,Colortone,Adventure,6.111111111,2015-10-29,0.79
1006190,windows,Dreamverse Entertainment,Colorvore,Casual,10,2019-02-22,0.79
818500,windows,Darong Studio,Colorzzle,Casual,10,2018-08-10,1.69
464540,windows,Colosse Team,Colosse,Adventure,8.153846154,2016-04-21,0.0
208710,windows,Finn Morgan,Colour Bind,Action,6.96969697,2012-09-24,6.99
810690,windows,Daniel Michaneck,Colour Box,Indie,10,2018-03-09,0.0
576820,windows,Field Tested,Colourise,Casual,10,2017-04-21,6.49
953340,windows,Outrage Games,Colourless,Indie,10,2018-10-03,2.09
464230,windows,RunServer,Colours of Magic: Aqua Teeter,Casual,7.941176471,2016-04-25,0.79
534360,windows,Asmodee Digital,Colt Express,Casual,6.25,2016-11-17,4.99
293320,windows,Nova Dimension,Coma: Mortuary,Adventure,5.363128492,2014-05-12,4.79
32750,windows,NovaLogic,Comanche 4,Action,8.532110092,2009-06-18,6.99
347170,windows,Sim155 Limited,Combat Air Patrol 2: Military Flight Simulator,Action,5.368421053,2016-06-06,22.99
905640,windows,VALOFE,Combat Arms: Reloaded,Action,4.947245018,2018-10-31,0.0
350610,windows,Dingo Dango,Combat Cats,Action,8.918918919,2015-06-26,1.99
405670,windows,MABManZ,Combat Core,Action,7.924528302,2019-01-10,11.99
725970,windows,Prism Interactive Entertainment Inc.,COMBAT INSTINCT,Action,7.647058824,2017-10-19,11.39
336040,windows,Rubicon Development,Combat Monsters,Action,7.005649718,2015-01-20,0.0
444870,windows,The Major Game Company,Combat Racers,Action,8,2016-04-16,4.99
906280,windows,CreptsyStudio,Combat Rush,Action,10,2018-08-14,0.99
750010,windows,Buckethead Entertainment,Combat Tested,Violent,7.291666667,2018-03-23,15.49
34820,windows,City Interactive,Combat Wings: Battle of Britain,Simulation,7.869198312,2009-10-14,4.99
730420,windows,HAYATO YANG,Combine War Toys,Action,10,2018-10-30,5.79
940320,windows,Veathen Games,Combo Jumper,Action,10,2018-10-24,7.19
665360,windows,Lighthouse Games Studio,Comedy Night,Casual,7.662100457,2017-08-24,3.99
399520,windows,Trav Nash,Comedy Quest,Adventure,8.10483871,2015-09-02,0.0
862160,windows,Mika Molenkamp,Comet Crasher,Action,9.512195122,2019-02-13,0.0
763650,windows,Rocket Tiger Studios,Comets Wake,Action,7.142857143,2017-12-23,0.0
701040,windows,Iced Lizard Games,CometStriker,Action,10,2018-06-08,7.19
422130,windows,Grey Dog Software,Comic Book Hero: The Greatest Cape,RPG,4.752475248,2015-12-09,14.99
642090,windows,Obscurasoft,Coming Out on Top,Sexual Content,9.481481481,2017-10-12,11.39
546790,windows,LunarCore Games,Comit the Astrodian,Action,6.666666667,2016-11-15,0.79
597090,windows,LunarCore Games,Comit the Astrodian 2,Indie,5,2017-03-20,0.79
425040,windows,ComixPlay,ComixPlay #1: The Endless Incident,Adventure,10,2016-02-24,4.99
847630,windows,Skyjaz Games,Commanager Tycoon,Casual,6.666666667,2018-05-01,8.29
24810,windows,EA Los Angeles,Command & Conquer 3: Kane\'s Wrath,Strategy,9.336823735,2009-11-13,9.99
24790,windows,EA Los Angeles,Command & Conquer 3: Tiberium Wars,Strategy,8.859683031,2009-11-13,9.99
47700,windows,EA Los Angeles,Command & Conquer 4: Tiberian Twilight,Strategy,1.80861244,2010-03-18,9.99
17480,windows,EA Los Angeles,Command & Conquer: Red Alert 3,Strategy,8.369876072,2009-01-08,9.99
24800,windows,EA Los Angeles,Command & Conquer: Red Alert 3 - Uprising,Strategy,8.001104362,2009-10-06,9.99
329630,windows,Ozark Softscape,Command HQ,Strategy,9.696969697,2014-11-06,4.99
521800,windows,Panther Games,Command Ops 2,Free to Play,8.071428571,2017-02-15,0.0
614130,windows,WarfareSims,Command: Chains of War,Simulation,9.259259259,2017-05-18,14.99
1036420,windows,WarfareSims,Command: Desert Storm,Simulation,5,2019-03-28,15.49
321410,windows,WarfareSims,Command: Modern Air / Naval Operations WOTY,Simulation,8.446215139,2014-09-26,60.99
397180,windows,WarfareSims,Command: Northern Inferno,Simulation,8.108108108,2015-10-22,14.99
718710,windows,WarfareSims,Command: Shifting Sands,Simulation,10,2017-10-24,15.49
785930,windows,WarfareSims,Command: The Silent Service,Simulation,7.272727273,2018-03-01,15.49
356070,windows,Orlyapps,Commander Cool 2,Action,8.835877863,2015-12-17,1.99
9180,windows,id Software,Commander Keen,Action,9.352791878,2007-08-03,2.99
49300,windows,Nitro Games,Commander: Conquest of the Americas,Strategy,4.47761194,2010-07-30,7.99
312350,windows,The Lordz Games Studio,Commander: The Great War,Strategy,7.627118644,2014-07-25,22.99
1020650,windows,DPAD-FTW,Commando Fodder: War Dogs,Action,10,2019-03-01,1.69
299260,windows,Colossal Games,Commando Jack,Action,5.06743738,2014-08-22,5.79
6830,windows,Pyro Studios,Commandos 2: Men of Courage,Action,8.485041375,2007-03-15,3.99
6840,windows,Pyro Studios,Commandos 3: Destination Berlin,Action,6.137026239,2007-03-15,3.99
6800,windows,Pyro Studios,Commandos: Behind Enemy Lines,Action,8.799323563,2007-03-15,3.99
6810,windows,Pyro Studios,Commandos: Beyond the Call of Duty,Action,8.505263158,2007-03-15,3.99
699870,windows,HexWar Games,Commands & Colors: Ancients,Violent,3.714285714,2018-09-12,15.49
449460,windows,HexWar Games,Commands & Colors: The Great War,Strategy,6.393442623,2017-01-19,14.99
540550,windows,Ice Cold Games,Commercium,Violent,5.555555556,2016-11-17,10.99
860030,windows,Wholetone Games,Common Hanzi Quiz - Simplified Chinese,Casual,10,2018-05-21,2.99
847290,windows,Hosted Games,Community College Hero: Knowledge is Power,Adventure,9,2018-05-17,3.99
423120,windows,Hosted Games,Community College Hero: Trial by Fire,Indie,8.879310345,2015-12-04,2.89
692530,windows,Somnium Space Ltd.,Community Garden,Indie,5,2017-10-10,7.19
631540,windows,T4 Interactive,Community Inc,Indie,4.527027027,2017-08-03,10.99
545340,windows,Narrator,Companion,Sexual Content,9.433962264,2017-03-31,6.99
228200,windows,Relic Entertainment,Company of Heroes,Violent,8.979736936,2006-09-11,0.0
4560,windows,Relic Entertainment,Company of Heroes - Legacy Edition,Violent,9.371563236,2007-07-17,0.0
231430,windows,Relic Entertainment,Company of Heroes 2,Strategy,7.300049343,2013-06-25,14.99
9340,windows,Relic Entertainment,Company of Heroes: Opposing Fronts,Action,9.175911252,2007-09-24,9.99
20540,windows,Relic Entertainment,Company of Heroes: Tales of Valor,Strategy,9.297635605,2009-04-08,9.99
532800,windows,MindArk PE AB,ComPet - Epic Beast Battles,Free to Play,5.890410959,2016-11-29,0.0
772420,windows,Rock AK Games,COMPLEX a VR Puzzle Game,Casual,6.666666667,2018-01-08,1.69
646460,windows,Lite Microsystems,CompliKATed,Action,10,2017-10-04,3.99
615120,windows,Bevan McKechnie,COMPOUND,Action,9.75,2018-05-15,14.99
686680,windows,Progorion,Computer Tycoon,Indie,7.82967033,2017-10-12,15.49
787710,windows,Maris Ozols,Comrades and Barons: Solitaire of Bloody 1919,Casual,9.047619048,2018-02-08,5.79
486230,windows,Team Taju,Con Amore,Casual,7.777777778,2016-07-25,3.99
440900,windows,Funcom,Conan Exiles,Action,6.963443583,2018-05-08,33.99
487700,windows,Mihai Morosanu,Conan the mighty pig,Action,8.456375839,2016-07-07,0.79
313780,windows,Zoetrope Interactive,Conarium,Adventure,8.138006572,2017-06-06,14.99
374150,windows,Jarrah Technology,Concealed Intent,Indie,8.181818182,2016-08-02,11.39
333990,windows,10x10 Room,Conclave,Indie,8,2017-01-20,7.19
826230,windows,Studio Snowspot,CONCLUSE,Action,7.414634146,2018-06-29,0.0
497350,windows,Tomadeira,Conclusion,Adventure,3.658536585,2016-08-05,1.59
651550,windows,David Bohan,ConcPerfect 2017,Action,8,2017-07-30,0.79
444830,windows,Matterhorn Software LTD,Concrete and Steel,Indie,6.956521739,2016-05-27,9.99
400160,windows,ColePowered Games,Concrete Jungle,Indie,9.080118694,2015-09-23,5.19
636310,windows,Andy Imm,Concurrency,Adventure,6.363636364,2017-05-16,0.79
303340,windows,Puuba,Concursion,Action,6,2014-06-06,3.99
4720,windows,Monolith,Condemned: Criminal Origins,Action,8.490437158,2012-10-29,9.99
974860,windows,Nervtek,Condition Red,Action,10,2018-11-19,3.99
737870,windows,Northplay,Conduct DELUXE!,Action,9,2017-12-05,7.19
584930,windows,Overflow,Conductor,Action,9.496855346,2017-05-02,6.99
771370,windows,Maksym Pashanin,Confederate Express,Action,1.52173913,2018-04-10,7.19
637850,windows,LR Studio,Confess My Love,Adventure,9.413909142,2017-05-27,0.0
288260,windows,Artifice Studio,Conflicks - Revolutionary Space Battles,Action,6.976744186,2015-11-05,4.99
211780,windows,Pivotal Games,Conflict Desert Storm™,Action,8.017057569,2012-05-28,4.99
